ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID
child_0075,mcarta,Awan ta agi.,#	Awan	ta	agi,#	NEG	OBL	cloth,There were no clothes.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,529714,530612,##neg	other:predex	ln	np:ncs_other,,child
child_0076,mcarta,"[AUDIENCE, speaker's wife] (The speaker's wife is telling the Ilokano interviewer about the process of how they make loinclothes in Ilokano.)",NC,NC,"[AUDIENCE, speaker's wife] (The speaker's wife is telling to the Ilokano interviewer about the process of how they make loinclothes in Ilokano.)",en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,530618,559570,nc,,child
child_0077,mcarta,Awan ta barowa:si.,#	Awan	ta	barowa:si,#	NEG	OBL	clothing,There were no clothes.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,560453,562134,##neg	other:predex	ln	np:ncs_other,,child
child_0078,mcarta,Amma iwadi ti tabug aydi tèpa a melellunna,#	#	0	Amma	i-wa	=di	ti	tabug	aydi	tèpa	a	melel-lunna,#	#	0	if	CV-PLH	=3PL.GEN	OBL.DEF	mud	and	soil	LIG	ADJ-soft,"They place it on the soft soil,",en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,562438,568395,##	#ac	0:p_u	other	v:pred	=pro.h:a_u	ln	np:g_u	rn	rn	rn	rn,,child
child_0079,mcarta,"iwadita, amma tallip a langit, midit ti wagèti.",%	0	i-wa	=di	=ta	#	#	amma	tallip	a	langit	%	0	0	i-midit	ti	wagèt	=i,%	0	CV-PLH	=3PL.GEN	=DIST.OBL	#	#	if	two	LIG	day	%	0	0	CV-wash	OBL.DEF	water	=SPC,"put it there (under the mud); after two days, they wash it in the water.",en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,568583,574337,%	0:p_u	v:pred	=pro.h:a_u	=dem_pro:g_u	##	#ac	other	ln	ln	np:pred	%	0.h:a_u	0:p_u	v:pred	ln	np:g_u	=rn,,child
child_0080,mcarta,Piliandi tabug ni barowasi.,#	Pili-an	=di	tabug	ni	barowasi,#	remove-LV	=3PL.GEN	mud	DEF.GEN	clothes,They remove the mud from the clothes.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,574337,577477,##	v:pred	=pro.h:a_u	np:p_u	ln	np:obl,,child
child_0081,mcarta,Saya i ta:pis didi buka:gani.,#	Saya	i	ta:pis	didi	buka:gan	=i,#	DIST	DEF	cloth	PL.GEN.DEF	female	=SPC,That is the clothes of women.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,577477,579596,##	dem_pro:pred	ln	np:s_pro	rn	rn_np.h:poss	=rn,,child
child_0082,mcarta,Siyèy dimanna a:yi:. Munati tiyèdna ayti.,#	Siyèy	dima-n	=na	a:yi:	#	M-una	=ti	tiyèd	=na	ayti,#	PROX	walk-PV	=3SG.GEN	PROX	#	AV-similar.to	=PROX.OBL	foot	=3SG.GEN	PROX.OBL,He walks on here. His legs were like this here.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,606767,610648,##	other	v:pred	=pro.h:a_u	dem_pro:p_u	##	ap_other:pred	=other	np:s_other	=rn_pro.h:poss	dem_pro:other,,child
child_0083,mcarta,Saya iggamanna a:yi: ni kanakannaki.,#	Saya	iggam-an	=na	a:yi:	ni	kanakannak	=i,#	DIST	carry-LV	=3SG.GEN	PROX	GEN.DEF	child	=SPC,This is how he would carry this child,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,611937,614352,##	other	v:pred	=pro.h:a_u	dem_pro:p_u	rn	rn_np.h	=rn,,child
child_0084,mcarta,da awan ta barowa:si a,#	da	awan	ta	barowa:si	#	0	a,#	because	NEG	OBL	clothes	#	0	LIG,because (they) did not have clothes,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,614887,616897,#ac.neg	other	other:predex	ln	np:ncs_other	#rc	f0:s_np	other,,child
child_0085,mcarta,pangabbitdi.,pang-abbit	=di,NF.AV-carry	=3PL.GEN,carrying them.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,618727,620037,np:pred	=rn_pro.h:poss,,child
child_0086,mcarta,Munata aydi:ti ta dutul a langit a ammami.,#	M-una	=ta	aydi:ti	ta	dutul	a	langit	a	amma	=mi,#	AV-similar.to	=DIST.OBL	before	OBL	before	LIG	day	LIG	PL.father	=1PL.GEN,"It was like this before, our parents.",en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,622557,626427,##	ap_other:pred	=dem_pro:s_other	other	other	other	other	other	other	other	=other,,child
child_0087,mcarta,Saya i traba:hodid a nintami di aydi:ti ta kaki:lèkmi.,#	Saya	i	traba:ho	=di	=d	#	0	a	n-inta	=mi	di	aydi:ti	ta	ka-ki:lèk	=mi,#	DIST	DEF	work	=3PL.GEN	=POST	#	0	LIG	PST.PV-see	=1PL.GEN	NC	before	OBL	NMZ-small	=1PL.GEN,That was their work that we saw when we were young.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,626557,631937,##	dem_pro:pred	ln	np:s_pro	=rn_pro.h:poss	=other	#rc	f0:p_u	other	v:pred	=pro.1:a_u	other	other	ln	np:other	=rn_pro.1:poss,,child
child_0088,mcarta,Munata i taraba:ho didi ammami,#	m-una	=ta	i	taraba:ho	didi	amma	=mi,#	AV-similar.to	=DIST.OBL	DEF	work	PL.GEN.DEF	PL.father	=1PL.GEN,The work of our fathers is like that.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,632387,634287,##	v:pred	=dem_pro:p_a	ln	np:a_a	rn	rn_np.h:poss	=rn_pro.1:poss,,child
child_0089,mcarta,Awandi ti tiyèddi ayti. Iniggamanmi ti ayti.,Awan	ti	tiyèd	di	ayti	n-iggam-an	=mi	ti	ayti,NEG	OBL.DEF	foot	3PL.GEN	PROX.OBL	PST-carry-LV	=1PL.GEN	OBL.DEF	PROX.OBL,Their legs are not here. We carried (them) here.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,634793,638927,nc	nc	nc	nc	nc	nc	nc	nc	nc,,child
child_0090,mcarta,Maddimadimatid.,#	Mad-di:ma-dima	=tid,#	AV-MPLRC-walk	=3PL,They move.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,639547,640677,##	v:pred	=pro.h:s_a,,child
child_0091,mcarta,Maski mababa:bagio.,#	#	Maski	maba-ba:-bagio	%,#	#	even	PROG.AV-PLRC-typhoon	%,"Even if (there is) a typhoon,",en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,650597,652837,##	#ac	other	v:pred	%,,child
child_0092,mcarta,"Amma mabba:gio,",#	Amma	mab-ba:gio	%,#	if	AV-typhoon	%,"if (there is) a typhoon,",en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,653777,655468,#ac	other	v:pred	%,,child
child_0093,mcarta,Manga:yamid ti wadidi karagatan a melellawa.,M-angay	=ami	=d	ti	wa	=didi	karagatan	a	melel-lawa,AV-go	=1PL1PL	=POST	OBL.DEF	PLH	=PL.GEN.DEF	stone	LIG	ADJ.RDP-wide,we would go into thingummy [i.e. hole] of the wide rock.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,656647,661693,v:pred	=pro.1:a_a	=other	ln	np:p_a	=rn	rn_np:poss	rn	rn,,child
child_0094,mcarta,Saya attananmi,#	Saya	attanan	=mi,#	DIST	place	=1PL.GEN,This would be our place. [i.e. we would stay there],en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,662458,663862,##	dem_pro:s_np	np:pred	=rn_pro.1:poss,,child
child_0095,mcarta,mabba:ba:gio.,#	mab-ba:-ba:gio,#	AV-PLRC-typhoon,(while) (there is) a typhoon.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,664533,666160,#ac	v:pred,,child
child_0096,mcarta,Mantungpaamid ta diso:no ni karagatani,#	Man-tungpa	=ami	=d	ta	diso:no	ni	karagatan	=i,#	AV-light.fire	=1PL	=POST	OBL	inside	GEN.DEF	stone	=SPC,We heat the inside of the rock by making a fire.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,667427,671493,##	v:pred	=pro.1:a_a	=other	ln	np:p_a	rn	rn_np:poss	=rn,,child
child_0097,mcarta,Mantungpaamid. Saya i paddingdinganmi.,#	0	Man-tungpa	=ami	=d	#	saya	i	pad-dingding-an	=mi,#	0	AV-light.fire	=1PL	=POST	#	DIST	DEF	NF-heat-LV	=1PL.GEN,We would heat (it). That is our heating place.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,672313,676940,##	0:p_a	v:pred	=pro.1:a_a	=other	##	dem_pro:s_np	ln	np:pred	=rn_pro.1:poss,,child
child_0098,mcarta,Masi:gite ba:gio awan magittud,#	Ma-si:gi	=te	ba:gio	#	0	awan	ma-gittud,#	AV-continue	=only	typhoon	#	0	NEG	AV-stop,"The typhoon continued, and it couldn't stop",en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,677827,681433,##	v:pred	=other	np:s_a	##neg	0:s_a	other	v:pred,,child
child_0099,mcarta,ki:gad a awan gumi:nak i bagioy.,#	ki:gad	a	awan	g<um>i:nak	i	bagio	=y,#	up to	LIG	NEG	<AV>stop	DEF	typhoon	=SPC,until the typhoon stopped.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,682093,685493,#ac.neg	other	other	other	v:pred	ln	np:s_a	=rn,,child
child_0100,mcarta,Mangayde:tid mamurab da awan ta anènmi a mabaw.,#	m-angay	=de:	=tid	mang-porab	#	da	awan	ta	an-èn	=mi	NC	a	mabaw,#	AV-go	=POST	=3PL	AV-hunt	#	because	NEG	OBL	eat-PV	=1PL.GEN	NC	LIG	carbohydrate,They would go hunting because we did not have carbohydrate food.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,685980,690453,##	other	=other	=pro.h:s_a	v:pred	#ac.neg	other	other:predex	ln	np:s_other	=rn_pro.1:poss	rn	rn	rn_np,,child
child_0101,mcarta,Mangayde:tid mamurab.,#	m-angay	=de:	=tid	mang-purab,#	AV-go	=POST	=3PL	AV-hunt,They would go hunting.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,691543,693040,##	other	=other	=pro.h:s_a	v:pred,,child
child_0102,mcarta,Maka:laptid ta laman aydi bidut.,#	maka-alap	=tid	ta	laman	aydi	bidut,#	POT.AV-get	=3PL	OBL	wild pig	and	deer,They were able to get wild pigs and deer.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,694100,696253,##	v:pred	=pro.h:a_ap	ln	np:p_ap	rn	rn_np,,child
child_0103,mcarta,"Mandu:tungde:tid a manwa ta lamani, manda:pakami.",#	Man-du:tung	=de:	=tid	a	mang-wa	ta	laman	=i	#	0	man-da:pak	=ami,#	AV-singe	=POST	=3PL	LIG	AV-PLH	OBL	wild pig	=SPC	#	0	AV-roast	=1PL,They singe the wild pigs and roast them.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,697422,703084,##	v:pred	=rv	=pro.h:a_a	nc	nc	ln	np:p_a	=rn	##	0:p_a	v:pred	=pro.1:a_a,,child
child_0104,mcarta,"Ay biyasi, saya i panguwami ta panguwandi ta naga:gèlgèl a laman,",#	Ay	biyas	=i	saya	i	pang-uwa	=mi	ta	pang-uwa-n	=di	ta	na-ga:-gèlgèl	a	laman,#	TOP	bamboo	=SPC	DIST	DEF	NF.AV-PLH	=1PL.GEN	OBL	NF-PLH-PV	=3PL.GEN	OBL	PST.POT.PV-PLRC-cut	LIG	wild pig,"As for the bamboo container, we put the sliced wild pig meat (into there).",en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,704284,711147,#nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc,,child
child_0105,mcarta,Saya pangi:lutuwandi da awan man ta kande:ro aydi:ti.,#	Saya	pangi:-lutu-an	=di	#	ta	awan	=man	ta	kande:ro	aydi:ti,#	DIST	NF-CV-cook-LV	=3PL.GEN	#	OBL	NEG	=CONTR	OBL	pot	before,That was their cooking (instrument) because they did not have a pot before.,en,WORD_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,711147,716192,##	dem_pro:s_np	np:pred	=rn_pro.h:poss	#ac.neg	other	other:predex	=other	ln	np:ncs_other	other,,child
child_0106,mcarta,"[INTERVIEWER, in Ilokano] (The Ilokano speaker asks the speaker to talk about his children and their future prospects.)",NC,NC,"[INTERVIEWER, in Ilokano] (The Ilokano speaker asks the speaker to talk about his children and their future prospects.)",en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,716660,752336,nc,,child
child_0107,mcarta,Kabbatmi mina a aydi:ta,#	Kabbat	=mi	=mina	a	aydi:ta,#	want	=1PL.GEN	=hopefully	LIG	DIST.OBL,We want to (fragmental),en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,752838,756422,##	nc	nc	nc	nc	nc,,child
child_0108,mcarta,"Aydi:ti ta dutul a langit a munata i bu:haymi,",#	Aydi:ti	ta	dutul	a	langit	a	m-una	=ta	i	bu:hay	=mi,#	before	OBL	before	LIG	day	LIG	AV-similar.to	=DST.OBL	DEF	life	=1PL.GEN,Our life was like that in those days.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,756808,761346,##	other	other	other	other	other	other	v:pred	=dem_pro:p_a	ln	np:a_a	=rn_pro.1:poss,,child
child_0109,mcarta,"Ayde:tay a nagisukuela tidi a:na:mi, appumi,",#	Ayde:tay	a	nag-isukuela	tidi	a:na:	=mi	appu	=mi,#	now	LIG	PST.AV-school	PL.DEF	PL.child	=1PL.GEN	PL.grandchild	=1PL.GEN,Now that our children and grandchildren go to school.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,762253,767223,##	other	other	v:pred	ln	np.h:s_a	=rn_pro.1:poss	rn_np.h	=rn_pro.1:poss,,child
child_0110,mcarta,Awanmi arigèn i traba:homi aydi:ti ta dutul a langit,#	awan	=mi	arig-èn	i	traba:ho	=mi	aydi:ti	ta	dutul	a	langit,#	NEG	=1PL.GEN	imitate-PV	DEF	work	=1PL.GEN	before	OBL	before	LIG	day,We will never follow the work we did before.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,767223,773546,##neg	other	=pro.h:a_u	v:pred	ln	np:p_u	=rn_pro.1:poss	other	other	other	other	other,,child
child_0111,mcarta,da nangisukuela tidi kakka:nakmi aytay a dagun,#	da	nang-isukuela	tidi	kakka:nak	=mi	aytay	a	dagun,#	because	PST.AV-school	PL.DEF	PL.child	=1PL.GEN	now	LIG	year,because our children go to school nowadays,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,773569,777815,#ac	other	v:pred	ln	np.h:s_a	=rn_pro.1:poss	other	other	other,,child
child_0112,mcarta,ki:gad a awan makatorpos tidi kakka:nakmi,#	ki:gad	a	awan	maka-torpos	tidi	kakka:nak	=mi,#	up to	LIG	NEG	POT.AV-continue	PL.DEF	children	=1PL.GEN,until our children will have graduated,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,778499,781792,#ac.neg	other	other	other	v:pred	ln	np.h:s_ap	=rn_pro.1:poss,,child
child_0113,mcarta,Talaga me:tamid i ay mepeppiya a attinanmi,#	talaga	ma-ita	=mi	=d	i	ay	mepep-piya	a	attinan	=mi,#	surely	POT.PV-see	=1PL.GEN	=POST	DEF	TOP	ADJ-good	LIG	place	=1PL.GEN,we can surely see a beautiful place for us (to live).,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,781792,787499,##	other	v:pred	=pro.1:a_up	=rv	ln	ln	ln	ln	np:p_up	=rn_pro.1:poss,,child
child_0114,mcarta,"da naka'a:dalde:tidi kakka:nakmi aytidi appumi,",#	da	naka-a:dal	=de:	=tidi	kakka:nak	=mi	aytidi	appu	=mi,#	because	PST.POT.AV-learn	=POST	=PL.DEF	PL.child	=1PL.GEN	PL.DEF	PL.grandchild	=1PL.GEN,because our children and grandchildren will finish schooling.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,788222,792483,#ac	other	v:pred	=other	=ln	np.h:s_ap	=rn_pro.h:poss	rn	rn_np.h	=rn_pro.1:poss,,child
child_0115,mcarta,Saddya i pangintanmi ta mepeppiyasika i mangisukuela (da),#	Saddya	i	pang-inta-n	=mi	#	ta	mepep-piya	=sika	#	0	i	mang-isukuela,#	DIST	DEF	NF-see-PV	=1PL.GEN	#	OBL	ADJ.RDP-good	=MIR	#	0	DEF	AV-school,"this is our future, the beauty of going to school.",en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,793007,799638,##	dem_pro:s_np	ln	np:pred	=rn_pro.1:poss	#ac	other	ap_other:pred	=other	#cc:s_other	0.h:s_a	ln	v:pred,,child
child_0116,mcarta,"Attanan a mepeppiyadi pangattinanmi a bunbun,",#	Attanan	a	mepep-piya	=d	i	pang-atti-nan	=mi	a	bunbun,#	all	LIG	ADJ.RDP-good	=POST	DEF	NF-exist-LV	=1PL.GEN	LIG	house,All the houses that we live in will be beautiful.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,800361,803986,##	other	other	ap_other:pred	=other	ln	np:s_other	=rn_pro.1:poss	rn	rn,,child
child_0117,mcarta,awandi kapare:ho aydi:ti ta dutul a langit a mememmarakèt.,#	0	awan	=di	ka-pare:ho	aydi:ti	ta	dutul	a	langit	a	memem-marakèt,#	0	NEG	=POST	NMZ-same	before	OBL	before	LIG	day	LIG	ADJ.RDP-bad,"which are not like before, namely bad (ones).",en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,803986,808405,##neg	0:s_np	other	=other	np:pred	other	other	other	other	other	other	other,,child
child_0118,mcarta,Saya i kabba:to a mapasa:makdi ayde:tay a dagun da,#	Saya	#	0	i	kabbat	=ku	%	a	ma-pa-sa:mak	=di	ayde:tay	a	dagun	#	da,#	DIST	#	0	DEF	want	=1SG.GEN	%	LIG	POT.PV-CAUS-happen	=3PL.GEN	now	LIG	year	#	because,That is what I want to happen these days because,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,809253,813561,##	dem_pro:pred	#rc:s_np	f0:p_u	ln	v:pred	=pro.1:a_u	%	other	v:pred	=other	other	other	other	#ac	other,,child
child_0119,mcarta,"aytidi appokoy a buka:gan a panga:nay ana:ni Joli,",aytidi	appu	=ku	=y	a	buka:gan	a	panga:nay	ana:	ni	Joli,PL.DEF	PL.grandchild	=1SG.GEN	=SPC	LIG	female	LIG	eldest.child	child	DEF.GEN	Joli,Juli's daughter is our eldest grandchildren.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,813930,818438,ln	np.h:pred	=rn_pro.1:poss	=rn	ln	ln	ln	ln	np.h:s_np	rn	rn_np.h:poss,,child
child_0120,mcarta,Ensi:na ki:gad ta grade 5 ayde:tay,Ensi:na	ki:gad	ta	grade	5	ayde:tay,so that	up to	OBL	grade	5	now,Until grade 5 now.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,818853,823268,other	other	other	other	other	other,,child
child_0121,mcarta,pangiskuelana aytay Grade 5di,#	pang-iskuela	=na	aytay	Grade	5	=di,#	NF.AV-school	=3SG.GEN	now	Grade	5	=POST,now her schooling is now in grade 5,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,823315,826715,##	np:s_np	=rn_pro.h:poss	other	ln	np:pred	=other,,child
child_0122,mcarta,"ki:gad mina ta haisukuli ma:di:san na pangiskuelana, take:ta",#	ki:gad	=mina	ta	haisukul	=i	ma:-di:s-an	=na	pang-iskuela	=na	#	take:ta,#	up to	=hopefully	OBL	high school	=SPC	POT-reach-LV	=GEN	NF.AV-school	=3SG.GEN	#	so that,"Until she will be in high school, she will receive schooling.",en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,827022,832469,#ac	other	=other	ln	np:other	=rn	v:pred	=pro.h:a_up	np:p_u	=rn_pro.h:poss	#ac	other,,child
child_0123,mcarta,Me:tana i mepeppiya a attinanmi.,ma-ita	=na	#	i	mepep-piya	a	atti-nan	=mi,POT.PV.see	=3SG.GEN	#	DEF	ADJ.RDP-good	LIG	exist-LV	=1PL.GEN,So she will see that there is a good place for us to live.,en,WORD_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,833088,836761,v:pred	=pro.h:a_up	#rc:p_up	ln	ln	ln	np:predex	=rn_pro.1:poss,,child
child_0124,mcarta,pati tami ha:bang manga:to:layami,#	pati	tami	ha:bang	manga:-to:lay	=ami,#	even	1PL	while	PROG.AV-live	=1PL,while we are alive.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,837161,840499,#ac	other	pro:dt_s	other	v:pred	=pro.1:s_a,,child
child_0125,mcarta,Me:tamiminatep a mepeppiyad i bu:haydi aytay a dagun,#	ma-ita	=mi	=mina	=tep	#	a	mepep-piya	=d	i	bu:hay	=di	aytay	a	dagun,#	POT.PV-see	=1PL.GEN	=hopefully	=ANT	#	LIG	ADJ.RDP-good	=POST	DEF	life	=3PL.GEN	now	LIG	year,We will see that our life will be good again this year.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,840699,845407,##	v:pred	=pro.1:a_up	=other	=other	#cc:p_up	other	ap_other:pred	=other	ln	np:s_other	=rn_pro.h:poss	other	other	other,,child
child_0126,mcarta,Saya i kabbatmi a mapasa:mak ta bu:haymi aytay.,#	Saya	#	0	i	kabbat	=mi	#	a	ma-pa-sa:mak	ta	bu:hay	=mi	aytay,#	DIST	#	0	DEF	want	=1PL.GEN	#	LIG	POT.PV-CAUS-happen	OBL	life	=1PL.GEN	now,That is what we want to happen to our life now.,en,MORPHEME_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,846023,849746,##	dem_pro:pred	#rc:s_np	f0:p_u	ln	v:pred	=pro.1:a_u	#cc	other	v:pred	ln	np:other	=rn_pro.1:poss	other,,child
child_0127,mcarta,palakpa:kanu,#	palakpak-an	=ku,#	NF-clap-LV	=1SG.GEN,NC,en,WORD_ALIGNED,,hild_mp3 hild_wav hild_eaf hild_xml hild_tsv,,853361,854838,#nc	nc	nc,,child
delia_0001,mcarta,"Konta ayde:tay, kinuma:manamid, atti:ami ti aytinay, Disubuy.",#	Konta	ayde:tay	k<in><um>a:man	=ami	=d	#	atti:	=ami	ti	aytina	=y	Disubu	=y,#	but	now	<PST><INTR>big	=1PL.ABS	=POST	#	exist	=1PL.ABS	OBL.DEF	DEM.MED.OBL	=SPC	Disubu	=SPC,"But at that time, we were there in Disubu.",en,MORPHEME_ALIGNED,,delia_mp3 delia_wav delia_eaf delia_xml delia_tsv,,170,6010,##	other	other	v:pred	=pro.1:s_a	=other	#	other:predex	=pro.1:s_other	ln	ln	=ln	np:l	=rn,,delia
delia_0002,mcarta,"Ki:gad ta kinuma:manami,",#	#	Ki:gad	ta	k<in><um>a:man	=ami,#	#	up.to	OBL	<PST><INTR>big	=1PL.ABS,until we grew up,en,MORPHEME_ALIGNED,,delia_mp3 delia_wav delia_eaf delia_xml delia_tsv,,12260,17110,##	#ac	other	other	v:pred	=pro.1:s_a,,delia
delia_0003,mcarta,"ki:gad ta namulitawami,",#	ki:gad	ta	na-ulitaw	=ami	%,#	up.to	OBL	PST.INTR-male.teeanger	=1PL.ABS	%,until we became teeangers,en,MORPHEME_ALIGNED,,delia_mp3 delia_wav delia_eaf delia_xml delia_tsv,,17385,19855,#ac	other	other	v:pred	=pro.1:s_a	%,,delia
delia_0004,mcarta,"Atti:ami ti Aglipay, wa,",atti:	=ami	ti	Aglipay	wa,exist	=1PL.ABS	OBL.DEF	Aglipay	PHL,we were in Aglipay,en,MORPHEME_ALIGNED,,delia_mp3 delia_wav delia_eaf delia_xml delia_tsv,,23330,26660,other	=pro.1:s_np	ln	np:pred_l	other,,delia
delia_0005,mcarta,Disubu.,Disubu,Disubu,(in) Disubu,en,MORPHEME_ALIGNED,,delia_mp3 delia_wav delia_eaf delia_xml delia_tsv,,27615,28775,other,,delia
delia_0006,mcarta,"Awan, numangayamitep ti ayta, nangay anyinay, way, Maddela,",#	Awan	n-um-angay	=ami	=tep	ti	ayta	#	0	n-angay	anyina	=y	wa	=y	Maddela,#	NEG	PST.INTR-go	=1PL.ABS	=ANT	OBL.DEF	DEM.DIST.OBL	#	0	PST-go	DEM.MED	=SPC	PLH	=SPC	Maddela,"No. We had gone there, gone there to Maddela.",en,WORD_ALIGNED,,delia_mp3 delia_wav delia_eaf delia_xml delia_tsv,,45925,53135,##	other	v:pred	=pro.1:a_a	=other	ln	np:p_a	#	0.1:a_u	v:pred	dem_pro:p_u	=rn	nc	nc	rn,,delia
delia_0007,mcarta,Sumaruno.,Sumaruno,next,In the next.,en,MORPHEME_ALIGNED,,delia_mp3 delia_wav delia_eaf delia_xml delia_tsv,,56045,57125,other,,delia
delia_0008,mcarta,"Nabayagamitina,",#	#	Na-bayag	=ami	=tina	%,#	#	PST.INTR-long	=1PL.ABS	=DEM.MED.OBL	%,"After a long time living there,",en,MORPHEME_ALIGNED,,delia_mp3 delia_wav delia_eaf delia_xml delia_tsv,,57760,59310,##	#ac	v:pred	=pro.1:s_a	=other:l	%,,delia
delia_0009,mcarta,"ay inumangayamimandi ti aytinay, Disunumgal.",ay	In-um-angay	=ami	=mandi	ti	aytina	=y	Disunumgal,FILL	PST-INTR-go	=1PL.ABS	=again	OBL.DEF	DEM.MED.OBL	=SPC	Disimungal,"we came to there Disimungal,",en,MORPHEME_ALIGNED,,delia_mp3 delia_wav delia_eaf delia_xml delia_tsv,,60455,65735,other	v:pred	=pro.1:a_a	=other	ln	ln	=ln	np:p_a,,delia
delia_0010,mcarta,Saya manga:ka:katami.,#	Saya	manga:-aka:kat	=ami,#	DEM.DIST	STV-misery	=1PL.ABS,where we were miserable.,en,MORPHEME_ALIGNED,,delia_mp3 delia_wav delia_eaf delia_xml delia_tsv,,66265,68525,##	other	v:pred	=pro:s_a,,delia
